Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",4.0,Bantam Books,Mass Market Paperback,152,1981,1922,2023/12/26,2023/09/06,,,read,"I find the beliefs and teachings of Buddhism peculiar yet strikingly beautiful, and this book encapsulated my fascination—or so I believed, this was not about that religion; in fact, it's a book that a nonbeliever would likely read and like. The narrative dives into themes of self-discovery, personal growth, and the interconnectedness of life. Initially, I disliked the characters, particularly Siddhartha, due to their unconventional thinking and the seemingly irrational aspects of their lives—though undeniably so human-like. However, I cannot disregard my appreciation for the main character's development! The concluding chapters nearly brought me to tears with its melancholic elegance. Simply put, it was a realization that life comprises a mix of a thousand painful memories and special moments. Before attaining peace, one may experience years of being lost, only to find a path completely different from their expectations, yet somehow still profoundly beautiful. One notable insight from this book was now engraved within me: “Wisdom is not something that can be bestowed or taught; rather, it must be personally experienced.”",,,1,0
41057388,The Strength In Our Scars,Bianca Sparacino,"Sparacino, Bianca",,"=""""","=""""",5.0,Thought Catalog Books,Kindle Edition,160,2018,2018,,2023/07/03,"self-help, highly-recommended","self-help (#11), highly-recommended (#9)",read,,,,1,0
35606560,The Sun and Her Flowers,Rupi Kaur,"Kaur, Rupi",,"=""1449486797""","=""9781449486792""",1.0,Andrews McMeel Publishing,Paperback,256,2017,2018,,2023/07/03,poetry,poetry (#9),read,,,,1,0
23513349,Milk and honey,Rupi Kaur,"Kaur, Rupi",,"=""1502784270""","=""9781502784278""",1.0,Createspace Independent Pub,Paperback,204,2014,2014,,2023/07/03,poetry,poetry (#8),read,,,,1,0
30075802,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,"Lovelace, Amanda",,"=""1532913680""","=""9781532913686""",2.0,CreateSpace,Paperback,156,2016,2016,,2023/07/03,poetry,poetry (#7),read,,,,1,0
33208115,Love Her Wild,Atticus  .,"., Atticus",,"=""1501171232""","=""9781501171239""",3.0,Atria Books,Paperback,225,2017,2017,,2023/07/03,poetry,poetry (#6),read,,,,1,0
49057616,The Rudest Book Ever: Insanely Practical Ideas To Free Your Mind From All Bullshit,Shwetabh Gangwar,"Gangwar, Shwetabh",,"=""9388754433""","=""9789388754439""",5.0,Westland,Paperback,224,2019,2019,2023/09/06,2023/07/20,"self-help, highly-recommended","self-help (#10), highly-recommended (#7)",read,"This one is funny and sarcastic, that kind of book that snapped you back to reality. Highly likely I would recommend it to anyone who is in the pit of self-pity and drowned by societal expectations.",,,1,0
40591659,How to Die Alone: The Foolproof Guide to Not Helping Yourself,Mo Welch,"Welch, Mo",,"=""1523504269""","=""9781523504268""",1.0,Workman Publishing Company,Hardcover,144,2019,,2023/08/19,2023/08/18,,,read,"“In this book, I will show you how to become an antisocial hermit, how to fail at your boring job, how to sabotage your friendships, and much more! I’ll even offer tombstone suggestions to help you celebrate successfully dying alone. You can thank me later, when we’re all dead.”",,,1,0
2544,The Madman,Kahlil Gibran,"Gibran, Kahlil",,"=""1600961894""","=""9781600961892""",4.0,Waking Lion Press,Paperback,76,2006,1918,2023/08/19,2023/08/18,poetry,poetry (#4),read,I woke up and chose Khalil Gibran's words as my breakfast. His words rolled off my tongue like the marshmallow on hot chocolate.,,,1,0
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",4.0,Granta Books,Hardcover,247,2020,2018,2023/08/15,2023/08/15,japanese-literature,japanese-literature (#7),read,"This book is surprisingly unsettling yet entertaining. Despite being one of the most disgustingly literary works I've ever read, I'm giving it a four because of the novel emotions it elicited. With its wild plot developments, I can summarize it in one word: ABSURD. I'm honestly surprised this isn't a banned book.<br/><br/>(tw: abuse, incest, pedophilia, murder, cannibalism)",,,1,0
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",4.0,Penguin Life,Paperback,256,2016,2015,,2023/07/03,self-help,self-help (#6),read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Ilse Lasch","=""080701429X""","=""9780807014295""",4.0,Beacon Press,Paperback,165,2006,1946,2022/08/31,2023/07/03,self-help,self-help (#5),read,,,,1,0
136406459,Little Black Book on How to Get Along with Your Parents (Little Black Book Series),Blaine Bartel,"Bartel, Blaine",,"=""""","=""""",2.0,Harrison House,Paperback,80,2004,2004,2022/04/06,2023/08/06,self-help,self-help (#3),read,,,,1,0
174713,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""1567310249""","=""9781567310245""",4.0,Fine Communications,Hardcover,119,1997,1968,2023/08/11,2023/08/11,self-help,self-help (#1),read,"This book collects and combines important events and characters from the past, attributing them to the present time. It categorically captures the true essence (in a subjective sense) of history.<br/><br/>I savored and digested every word of Durant's prose, only to find myself craving more. This isn't a complaint, but I believe this book is too brief and concise for its own good.<br/><br/>Some concepts and jargon do sound foreign, and I believe my insufficient knowledge of World History is to blame. Nonetheless, context clues are provided, offering me a chance to research them independently.",,,1,0
25587975,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",1.0,Grand Central Publishing,Paperback,376,1995,1960,2023/08/08,2023/07/17,,,read,"I regret picking up this book.<br/><br/>My brows are furrowed because I have never been so infuriated while reading. This is the first time. I struggled to finish it because its writing style isn't my cup of tea, as it focuses more on dialogue rather than prosaic narration. I dislike realistic fiction with a whole community of characters that are barely introduced, yet given names and speeches. I couldn't even visualize the story in my head due to the poor description of the settings. I almost skimmed the first half of the story and only enjoyed the trial scene. <br/><br/>However, this book has one thing I liked—its title. I love its hidden meaning, especially when I finally figured it out along the way.",,,1,0
761365,Many Moons,James Thurber,"Thurber, James",Louis Slobodkin,"=""0152518738""","=""9780152518738""",5.0,Harcourt Brace Jovanovich,Hardcover,48,1981,1943,2023/08/07,2023/08/06,,,read,This is for the child in you.,,,1,0
7407023,Quality,John Galsworthy,"Galsworthy, John",,"=""1412185149""","=""9781412185141""",4.0,eBooksLib,ebook,12,2009,1912,2023/08/07,2023/08/06,,,read,I feel like I read a 600 pages novel in 6 pages!,,,1,0
56755560,"The Cat Who Saved Books (The Cat Who..., #1)",Sōsuke Natsukawa,"Natsukawa, Sōsuke",Louise Heal Kawai,"=""0063095726""","=""9780063095724""",5.0,HarperVia,Hardcover,199,2021,2017,2023/07/30,2023/07/29,japanese-literature,japanese-literature (#4),read,"Here's the thing: I'm grinning oddly right now, and I can't say whether it's because I put sugar in my coffee for the first time or because I found a cute book that resonates with me.<br/><br/>It's a heartwarming read about a hikikomori named Rintaro Natsuki. After his grandfather, who owned a secondhand bookshop, passed away, the store was left in his care. But this is not about grief. He embarks on otherworldly adventures with a talking cat to save books. How refreshing is that!<br/><br/>This book had a profound impact on my identity as a reader. I have been into books for entertainment and knowledge since I was still less than 1 year old who listens to storybooks. I've always considered books as friends that make me feel less alone, yet I've sworn never to be too attached or form deep connections, much like my human relationships. However, this light read shattered that philosophy to the extent that I no longer want to read electronic books.<br/><br/>Two lines from the book have resonated with me the most:<br/>1. “But a book that has been cherished and loved, filled with human thoughts, has been endowed with a soul.”<br/>2. “Human beings don’t live alone, and a book is a way to show them that.”<br/><br/>Furthermore, this book contains several classic recommendations, from Nietzsche and Goethe to Steinbeck and even Constant and Proust. Perhaps, I'll choose my next read from the books that Natsukawa mentioned.<br/><br/>This book found me so I'm giving it a five.♡",,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",5.0,"Harcourt, Inc.",Hardcover,96,2000,1943,,2023/07/03,highly-recommended,highly-recommended (#1),read,,,,1,0
49802501,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",,"=""1783785578""","=""9781783785575""",3.0,"GROVE/ATLANTIC, INC.",Paperback,159,2018,2016,2023/07/29,2023/07/28,japanese-literature,japanese-literature (#3),read,"A story about what it means to be normal or not according to society's standards. It follows the life of Keiko, a woman with autism, although it is not explicitly identified, displaying apparent Asperger's syndrome traits like lack of emotions and expression, poor social skills, sensitive hearing, and alienation. Keiko has always felt the need to be an ordinary human until she meets Shiraha, a cynical, eccentric, and pathetic convenience worker. Despite being oddballs, they form a peculiar bond.<br/><br/>The story unfolds in the unsettling backdrop of modern Japanese society, where cultural adherence and conformity are paramount, and establishing gender roles is crucial. It delves into populist concepts, exploring ordinary human behavior and small details of life. Despite its brevity, it offers thought-provoking insights.<br/><br/>However, the narration techniques used in this story didn't sit right with me. Being written in the first-person point of view, Keiko's, some scenes felt dragged and monotonous. I also anticipated Keiko's development of psychopathic signs, which were hinted several times but not fully explored. Furthermore, Shiraha's existence seemed less relevant to the plot, merely serving to add content without notable contribution.<br/><br/>Regardless of these aspects, the book is not that bad. It speaks to the oddballs out there, offering a relatable and unique perspective.",,,1,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",5.0,New Directions,Paperback,176,1958,1948,2022/03/31,2023/07/03,japanese-literature,japanese-literature (#2),read,"I had dadaistic opinion towards this book. It's brilliantly written but its contents are disturbing—in such a way that isn't horror or tragic, but an abominable biography of a madman. And I like it.",,,1,0
40740914,If Cats Disappeared from the World,Genki Kawamura,"Kawamura, Genki",Eric Selland,"=""1509889175""","=""9781509889174""",3.0,Picador,Paperback,202,2018,2012,2023/07/28,2023/07/27,japanese-literature,japanese-literature (#1),read,"This book is about a man who has only a few days left to live. It's a melancholic and solemn read, especially because I read it early in the morning while sipping coffee and listening to the rain outside. There's a silent pang within me as I go through the pages, perhaps because life and death are concepts that humans often contemplate. While reading Japanese literature, I have always noticed its resemblance to Russian literature, but it's just a bit softer than the latter.<br/><br/>Although the narrator's thoughts can get repetitive and dull, I love Genki Kawamura's flow of words (perhaps even better if I could read it in its original language). It's a mediocre story, without much angst, twists, or intricacies—contradictory to the idea that humans are complex beings. It's simple, and I appreciate it just the way it is.",,,1,0
41150487,"Red, White & Royal Blue (Red, White & Royal Blue, #1)",Casey McQuiston,"McQuiston, Casey",,"=""1250316774""","=""9781250316776""",3.0,St. Martin's Griffin,Paperback,443,2019,2019,2023/07/22,2023/07/19,,,read,"This queer fiction book revolves around a romance entanglement between Alex, the first son of the first female president, and Henry, a prince from the British monarchy. The story features the famous “enemies to lovers” trope, but it delves beyond romance, incorporating political science concepts, particularly international relations and the differences in American and British government. The book also explores themes of sexuality, friendship, and family connections.<br/><br/>The writing style is unremarkable, resembling the quick-paced books often read to kids, except that this book is Rated 18+ due to its explicit spicy scenes and numerous profanities. Despite that, the book managed to keep me entertained as I experienced moments of laughter and tears. Consequently, I would rate it three stars. Two stars were deducted for the predictable plot, even without revealing any spoilers. The predictability caused me to feel bored midway through the story, making it appear mediocre—a mere source of entertainment and a casual distraction. Furthermore, it also reminds of the Chinese graphic novel, “The First Love of the Royal Prince.”<br/><br/>However, if someone were to ask about a gay romance recommendation, I would mention this book first and foremost. It exudes a heartwarming and slow-burn romance, while being free from toxic characters and triggering content.",,,1,0
160374,The Death of Ivan Ilyich,Leo Tolstoy,"Tolstoy, Leo","Lynn Solotaroff, Ronald Blythe","=""0553210351""","=""9780553210354""",3.0,Bantam Classic,Paperback,113,2004,1886,2023/07/05,2023/07/04,russian-literature,russian-literature (#1),read,"A mundane story of every mediocre man that has ceased to exist and will cease to exist. The protagonist, Ivan, led a lonely life that, unfortunately, most of us fear will be similar. It's a life where we believe we've done our best, yet at some point, we question it because the thought of our own mortality terrifies us. Nonetheless, we acknowledge that death is inevitable.<br/><br/>When Ivan said, ""If there's no me, what will there be?"" I know that no matter how mundane and dull the concept of this story may seem, Tolstoy would give it the justice it deserves. I mean, who am I kidding? He's the man I'd be willing to bargain my soul with the devil just to have a day when I could sit down and have a cup of tea, coffee, or any other drink with him.",,,1,0
38926487,"All Your Perfects (Hopeless, #3)",Colleen Hoover,"Hoover, Colleen",,"=""1501193325""","=""9781501193323""",2.0,Atria Books,Paperback,305,2018,2018,2023/01/01,2023/07/17,,,read,"This book was recommended to me, so despite my prejudice against romance novels, I decided to give it a try. Okay, here goes—I'll be spouting some nonsense.<br/><br/>Firstly, it's worth noting that this is a melodramatic romance. Whether it can be considered realistic or not remains uncertain, but one thing is clear—Hoover certainly enjoys drama. I appreciated that the story focused on life after marriage rather than relying on the clichéd “Strangers to Lovers” or ""Happily Ever After"" concept. Hoover delved into the challenges of miscarriage, relationship flaws, and forgiveness. However, what irked me the most was not the plot itself but rather the conflict that needlessly prolonged the book. Miscommunication. How trivial it is!<br/><br/>Nonetheless, this book provided a light read, which was a complete divergence from the type of writing I'm accustomed to. I finished it in less than three hours since there was no need to analyze the prose due to its shallow narration. Speaking of narration, I loved the way the settings seamlessly switched from past to present—resembling a flashback in a movie with a decent transition.<br/><br/>I'm giving this book a two-star rating because the female lead annoyed the hell out of me. Once again, it served as a reminder for me to steer clear of contemporary romance books.",,,1,0
537094,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,"=""1419176528""","=""9781419176524""",4.0,Kessinger Pub Co,Paperback,57,2004,1842,2023/07/15,2023/07/14,russian-literature,russian-literature (#3),read,"What a brilliant read!<br/><br/>I was completely engaged and thoroughly entertained by this book. Its central theme revolves around the cloak, as the title suggests, but it delves into so much more. It tackles a range of societal concepts and issues, such as social hierarchy, symbols of status, inequality, and poverty. The narrative explores the detrimental consequences of materialism and exposes the cold indifference of society. And yes, this satirical novella remains relevant even in the present age.<br/><br/>As I read, I found myself smiling with satisfaction for picking up this book. The plot twist took me completely by surprise since there were no noticeable hints or foreshadowing along the way. Additionally, this was my first encounter with Gogol's writing, and his indirect use of second-person narrative to include the reader felt refreshingly new.<br/><br/>The only downside is that the story is too brief, and the ending left me hanging. I have to admit this, I hate cliffhangers.",,,1,0
6900,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,"Albom, Mitch",,"=""""","=""""",4.0,Warner,Paperback,210,2000,1997,2022/09/30,2023/07/05,,,read,,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",4.0,Ecco,Paperback,408,2012,2011,2022/07/31,2023/07/03,,,read,I am sad but I couldn't cry. It was a bittersweet ending in the underworld. And how dare I complain to the same-sex relationship of Achilles and Patroclus. They made me smile and melt in sweetness. I should probably buy a hardcopy of this book.,true,,1,0
8217236,The Yellow Wallpaper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",,"=""""","=""""",2.0,Public Domain Books,Kindle Edition,63,2009,1892,2022/06/30,2023/07/03,,,read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",3.0,Bantam Classics,Mass Market Paperback,201,1972,1915,2022/05/31,2023/07/03,,,read,"I read this in a surreal artistic imagination, and it left me perplexed in utter silence. The beauty disgusted me and the repugnance intrigued me.",,,1,0
3097601,Suicide Notes,Michael Thomas Ford,"Ford, Michael Thomas",,"=""0060737557""","=""9780060737559""",3.0,HarperCollins,Paperback,295,2008,2008,2022/04/30,2023/07/03,,,read,I'm crying. I'm so happy for him. I had the hunch that it was “that” reason. I am glad I read this. It once again widens my perspective for the LGBTQ+ community.,,,1,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",5.0,Viking,Hardcover,288,2020,2020,2022/02/28,2023/07/03,,,read,"This is my first contemporary read with such concept. I hated how I Nora is so relatable, and how I can picture myself leading the life she had.",,,1,0
480204,The Phantom of the Opera,Gaston Leroux,"Leroux, Gaston",,"=""0060809248""","=""9780060809249""",4.0,Harper Perennial,Mass Market Paperback,360,1987,1910,2023/07/05,2023/07/04,,,read,"I've been jumping from book to book these past few days, and in the wee hours of this night, when I was desperate for a boring narration to serve as my bedtime story, I stumbled upon ""The Phantom of the Opera."" As I delved into the story's settings, I found myself visualizing a bleak and terrifying place, causing me to break out in a cold sweat. This was far from a dull and rusty storybook. The taste of gothic literature in the story was a thrilling and delightful experience.<br/><br/>Moreover, this story splendidly showcased the depths of intricacy and complexity of human relationships. Leroux had this playful yet interesting way of storytelling. I could clearly feel every outburst of diverse emotions. Here's one intense line from Raoul that made me scream: ""I shall snatch off his mask, as I shall snatch off my own; and this time, we shall look each other in the face, he and I, with no veil and no lies between us; and I shall know whom you love and who loves you!""<br/><br/>After almost five hours, the ending failed to meet my expectations and successfully disappointed me. I was looking forward for something more macabre or morbid, but instead, I was left confused and perplexed. Perhaps because Leroux never intended to make ""him"" suffer more. In fact, I think he wanted the readers to pity ""him.""<br/><br/>It's already 3:33 AM. Sleep was out of the question because every chapter left me hanging. I was engrossed in the book that I couldn't even blink. Deep down, I was certain that my absurd imagination would haunt me if I put down the story unfinished.",,,1,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany","=""0540027340""","=""9780540027347""",1.0,"Little, Brown",Hardcover,343,2016,2016,2020/06/27,2023/07/04,,,read,,,,1,0
136637991,Harry Potter and the Deathly Hollows,J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",3.0,Arthur A. Levine Books,Hardcover,0,2007,2007,2020/06/25,2023/07/04,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5.0,Scholastic Inc,Paperback,652,2006,2005,2020/06/21,2023/07/04,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439686520""","=""9780439686525""",2.0,Scholastic Inc.,Paperback,576,2004,2003,2020/06/19,2023/07/04,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",2.0,Scholastic,Paperback,734,2002,2000,2020/06/15,2023/07/04,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",3.0,Scholastic Inc.,Mass Market Paperback,547,2004,1999,2020/06/10,2023/07/04,,,read,,,,1,0
420275,The Necklace,Guy de Maupassant,"Maupassant, Guy de",Gary Kelley,"=""1568461933""","=""9781568461939""",3.0,Creative Editions,Hardcover,48,2004,1884,2023/01/08,2023/07/04,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",5.0,Vintage International,Paperback,123,1989,1942,,2023/07/03,highly-recommended,highly-recommended (#3),read,,,,1,0
38926444,The Dark Between Stars,Atticus  .,"., Atticus",,"=""1982104864""","=""9781982104863""",4.0,Atria Books,Paperback,240,2018,2018,,2023/07/03,,,read,,,,1,0
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,"=""0553279378""","=""9780553279375""",2.0,Bantam Books,Paperback,289,1993,1969,,2023/07/03,,,read,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",3.0,Signet Classics,Paperback,118,2002,1895,,2023/07/03,,,read,,,,1,0
3008,A Little Princess,Frances Hodgson Burnett,"Burnett, Frances Hodgson",U.C. Knoepflmacher,"=""0142437018""","=""9780142437018""",4.0,Penguin Books,Paperback,242,2002,1905,,2023/07/03,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",3.0,Pocket Books,Mass Market Paperback,736,2006,2000,,2023/07/03,,,read,,,,1,0
93,"Heidi (Heidi, #1-2)",Johanna Spyri,"Spyri, Johanna","Angelo Rinaldi, Beverly Cleary","=""0753454947""","=""9780753454947""",3.0,Kingfisher,Paperback,352,2002,1880,,2023/07/03,,,read,,,,1,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",Newell Convers Wyeth,"=""0753453800""","=""9780753453803""",2.0,Kingfisher,Hardcover,352,2001,1882,,2023/07/03,,,read,,,,1,0
17838490,Playlist for the Dead,Michelle Falkoff,"Falkoff, Michelle",,"=""006231050X""","=""9780062310507""",1.0,HarperTeen,Hardcover,288,2015,2015,,2023/07/03,,,read,,,,1,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukkle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael  Page, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",3.0,Modern Library,Paperback,625,2001,1844,,2023/07/03,,,read,,,,1,0
2956,"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",3.0,Penguin Classics,Paperback,327,2002,1885,,2023/07/03,,,read,,,,1,0
640029,"Nobody's Princess (Nobody's Princess, #1)",Esther M. Friesner,"Friesner, Esther M.",,"=""037587528X""","=""9780375875281""",3.0,Random House Books for Young Readers,Hardcover,296,2007,2007,,2023/07/03,,,read,,,,1,0
51497,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Robert Louis Stevenson,"Stevenson, Robert Louis",Robert Mighall,"=""0141439734""","=""9780141439730""",5.0,Penguin Classics,Paperback,224,2003,1886,,2023/07/03,,,read,,,,1,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",1.0,Oxford University Press,Paperback,544,1998,1861,,2023/07/03,,,read,,,,1,0
18167916,The Tale of Two Cities,Charles Dickens,"Dickens, Charles",,"=""""","=""""",2.0,James Nisbet & Company Liminited,ebook,504,1902,1859,,2023/07/03,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",3.0,Penguin Books,Paperback,608,2003,1838,,2023/07/03,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",4.0,Scribner,Hardcover,96,1996,1952,,2023/07/03,,,read,,,,1,0
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0385755880""","=""9780385755887""",4.0,Knopf,Hardcover,388,2015,2015,,2023/07/03,,,read,,,,1,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",4.0,HarperOne,Paperback,182,2014,1988,,2023/07/03,,,read,,,,1,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",5.0,MTV Books/Pocket Books,Hardcover,213,1999,1999,,2023/07/03,,,read,,,,1,0
